1;1.1.svg;1.1;Железнодорожный переезд со шлагбаумом;"Предупреждает о приближении к железнодорожному переезду, оборудованному шлагбаумом. Повторяется вне населённых пунктов на расстоянии от 20 до 50 метров до начала опасного участка дороги."
150;5.8.2.svg;5.8.2;Направление движения по полосе;"Разрешённое направление (направления) движения по полосе.На знаках 5.8.1, 5.8.2 может быть отражена информация об ограничениях дорожного движения на перекрестке (нанесены изображения запрещающих или предписывающих знаков). Знаки 5.8.1, 5.8.2, разрешающие поворот налево с крайней левой полосы движения, разрешают и разворот с этой полосы. Конфигурация стрелок может быть изменена в соответствии с конфигурацией конкретного перекрестка.Действие знаков 5.8.1, 5.8.2, установленных перед перекрестком, распространяется на весь перекрёсток, если знаки 5.8.1, 5.8.2 или 4.1.1—4.1.6, установленные на перекрестке, не дают других указаний."
151;5.8.3.svg;5.8.3;Начало полосы;"Начало дополнительной полосы на подъёме или полосы торможения.Если на знаке, установленном перед дополнительной полосой движения, нанесено изображение знака 4.4 или 4.7, то водитель транспортного средства, которое не может продолжить движение по основной полосе с учётом требований указанных знаков, должен перестроиться на дополнительную полосу движения."
152;5.8.4.svg;5.8.4;Начало полосы;"Начало участка средней полосы трехполосной дороги, предназначенного для движения в данном направлении, или начало полосы торможения для поворота налево либо разворота.Если на знаке 5.8.4 изображён знак, запрещающий движение каким-либо транспортным средствам, то движение этих транспортных средств по соответствующей полосе запрещается."
153;5.8.5.svg;5.8.5;Конец полосы;Конец дополнительной полосы на подъёме или полосы разгона.
154;5.8.6.svg;5.8.6;Конец полосы;"Конец полосы, предназначенной для движения в данном направлении."
155;5.8.7.svg;5.8.7;Направление движения по полосам;"Если на знаке 5.8.7 нанесено изображение запрещающего или предписывающего знака, то указанные ограничения, условия или режимы движения вводятся на соответствующей полосе движения.Части знаков 5.8.7, 5.8.8, обозначающие количество полос для встречных направлений движения, могут быть выполнены в виде отдельных знаков, установленных на небольшом расстоянии один от другого."
156;5.8.8.svg;5.8.8;Направление движения по полосам;
157;5.9.1.svg;5.9.1;Полоса для маршрутных транспортных средств;"Полоса, предназначенная для движения только маршрутных транспортных средств, движущихся попутно общему потоку транспортных средств.Действие знака распространяется на полосу, над которой он расположен.Действие знака, установленного справа от дороги, распространяется на крайнюю правую полосу."
158;5.9.2.svg;5.9.2;Конец полосы для маршрутных транспортных средств;Конец зоны действия знака 5.9.1.
159;5.10.1.svg;5.10.1;Дорога с полосой для маршрутных транспортных средств;"Дорога, по которой движение маршрутных транспортных средств осуществляется по специально выделенной полосе навстречу потоку транспортных средств."
160;5.10.2.svg;5.10.2;Выезд на дорогу с полосой для маршрутных транспортных средств;"Выезд на дорогу, по которой движение маршрутных транспортных средств осуществляется по специально выделенной полосе навстречу потоку транспортных средств."
161;5.10.3.svg;5.10.3;Выезд на дорогу с полосой для маршрутных транспортных средств;"Выезд на дорогу, по которой движение маршрутных транспортных средств осуществляется по специально выделенной полосе навстречу потоку транспортных средств."
162;5.10.4.svg;5.10.4;Конец дороги с полосой для маршрутных транспортных средств;Отменяет действие знака 5.10.1.
163;5.11.1.svg;5.11.1;Место для разворота;"Обозначает разрыв в разделительной зоне, разделительной полосе или часть перекрёстка, где разрешён разворот."
164;5.11.2.svg;5.11.2;Зона для разворота;Начало зоны для разворота транспортных средств и её длина.
165;5.12.1.svg;5.12.1;Остановочный пункт автобуса и (или) троллейбуса;"Знак обозначает начало посадочной площадки остановочного пункта автобуса и (или) троллейбуса. Вне населённых пунктов знак может быть установлен на павильоне со стороны прибытия маршрутных транспортных средств.В нижней части знака может быть нанесено изображение таблички 7.2.1 с указанием расстояния, равного протяжённости посадочной площадки. Знак может иметь расписание по желанию издателя знака."
166;5.12.2.svg;5.12.2;Место остановки автобуса и (или) троллейбуса;"Знак устанавливается вместо знака 5.12.1. Это знак 5.12.1, где под белым квадратом изображены буквы «А» или «Т». Автобус — буквенный индекс «А». Троллейбус — «Т». Также на знаке написано расписание движения."
167;5.13.1.svg;5.13.1;Остановочный пункт трамвая;"Знак обозначает начало зоны остановочного пункта трамвая. В нижней части знака может быть нанесено изображение таблички 7.2.1 с указанием расстояния, равного протяжённости зоны остановочного пункта трамвая. По желанию издателя может быть расписание."
168;5.13.2.svg;5.13.2;Место остановки трамвая;Знак может устанавливаться в конце зоны остановочного пункта трамвая. Под знаком размещается табличка с информацией о маршрутах и режиме движения трамваев (расписание).
169;5.14.1.svg;5.14.1;Остановочный пункт экспресс-маршрута;"Знак обозначает начало посадочной площадки остановочного пункта транспортного средства, осуществляющего движение в регулярном экспрессном сообщении.Данный остановочный пункт может быть обозначен двумя знаками 5.14.1, установленными в начале и в конце посадочной площадки. В этом случае в нижней части первого по ходу движения знака может быть нанесено изображение таблички 7.2.1 с указанием протяжённости посадочной площадки, а также информация о количестве транспортных средств, которым разрешено одновременно находиться на остановочном пункте."
170;5.14.2.svg;5.14.2;Место стоянки такси;"Знак обозначает зону на проезжей части дороги или специальную площадку, предназначенную только для стоянки такси. На знаке может быть указано количество такси, которым разрешено одновременно находиться на стоянке.В населённых пунктах зона стоянки такси может быть обозначена двумя знаками 5.14.2, один из которых устанавливается в начале зоны с табличкой 7.2.1, второй — в конце зоны стоянки."
171;5.15.svg;5.15;Место стоянки;"Знак обозначает специальную площадку, зону на проезжей части дороги или на тротуаре, которые отведены для стоянки транспортных средств. Для уточнения направления движения, расстояния до специальной площадки и разрешённых на ней условий стоянки со знаком 5.15 могут применяться таблички."
172;5.16.1.svg;5.16.1;Пешеходный переход;"Знаки обозначают зону для перехода пешеходами проезжей части дороги. На пешеходных переходах шириной более 10 метров со знаком 5.16.2 может быть установлена табличка 7.2.1 или 7.2.2, на которой указывается ширина зоны пешеходного перехода."
173;5.16.2.svg;5.16.2;;
174;5.17.1.svg;5.17.1;Подземный пешеходный переход;"Указывает место, где пешеходы могут безопасно перейти дорогу при помощи подземного пешеходного перехода."
175;5.17.2.svg;5.17.2;;
176;5.17.3.svg;5.17.3;Надземный пешеходный переход;"Указывает место, где пешеходы могут безопасно перейти дорогу при помощи надземного пешеходного перехода."
177;5.17.4.svg;5.17.4;;
178;5.18.1.svg;5.18.1;Рекомендуемая скорость;"Скорость, с которой рекомендуется движение на данном участке дороги. Зона действия знака распространяется до знака 5.18.2 либо до знака 5.18.1 с другим значением рекомендуемой скорости или до ближайшего обозначенного перекрестка, а при применении знака 5.18.1 с предупреждающим знаком определяется протяжённостью опасного участка дороги."
179;5.18.2.svg;5.18.2;Конец действия знака «Рекомендуемая скорость»;Конец зоны действия знака «Рекомендуемая скорость»
180;5.19.1.svg;5.19.1;Тупик;"Указывает участок дороги, где невозможно сквозное движение, не запрещая при этом движение в направлении тупика."
181;5.19.2.svg;5.19.2;Тупик;"Указывает участок дороги, где невозможно сквозное движение, не запрещая при этом движение в направлении тупика."
182;5.19.3.svg;5.19.3;Тупик;"Указывает участок дороги, где невозможно сквозное движение, не запрещая при этом движение в направлении тупика."
183;5.20.3.svg;5.20.3;Схема движения;"Маршрут движения на перекрестке в случае запрещения отдельных манёвров, указание разрешённых направлений движения на перекрестке со сложной планировкой."
184;5.20.4.svg;5.20.4;Схема движения к пункту обслуживания системы электронного сбора платы за проезд;Указывает направление движения к пункту обслуживания системы BelToll. Рекомендательный[9].
185;5.21.1.svg;5.21.1;Указатель направления;"Указывает направление (направления) движения к населённым пунктам или другим объектам. На знаках могут быть нанесены расстояния до указанных на них объектов (км), символы автомагистрали, аэропорта, изображения знаков 5.29.1, 5.29.2, а также других символов и знаков, информирующих об особенностях дорожного движения."
186;5.21.2.svg;5.21.2;Указатель направлений;
187;5.22.1.svg;5.22.1;Начало населённого пункта;"Начало населённого пункта, в котором действуют специальные требования Правил, устанавливающие порядок дорожного движения в населённых пунктах."
188;5.22.2.svg;5.22.2;Начало населённого пункта;
189;5.23.1.svg;5.23.1;Конец населённого пункта;"Место дороги, с которого утрачивают силу специальные требования Правил, устанавливающие порядок дорожного движения в населённых пунктах."
190;5.23.2.svg;5.23.2;Конец населённого пункта;
191;5.24.svg;5.24;Начало границы населённого пункта;"Начало границы населённого пункта, при движении по которому на данной дороге не действуют специальные требования Правил, устанавливающие порядок дорожного движения в населённых пунктах."
192;5.25.svg;5.25;Конец границы населённого пункта;"Конец границы населённого пункта, обозначенного знаком 5.24."
193;5.26.1.svg;5.26.1;Наименование объекта;"Наименование объекта, не являющегося населённым пунктом (река, озеро, достопримечательности и т. п.), а также обозначение границ административно-территориальных и территориальных единиц."
194;5.26.2.svg;5.26.2;Наименование объекта;"Наименование объекта в населённом пункте (название улицы, театра, музея и т. п.)."
195;5.27.svg;5.27;Указатель расстояний;Расстояние до населённых пунктов или других объектов (км).
196;5.28.svg;5.28;Километровый знак;Расстояние от начала дороги (км).
197;5.29.1.svg;5.29.1;Номер дороги;"Номер дороги, на которой установлен данный знак.На знаках 5.29.1, 5.29.3 с зелёным фоном указывается номер дороги, включенной в Европейскую систему автомобильных магистралей, с красным фоном — номер магистральной или республиканской дороги, с белым фоном — номер местной дороги."
198;5.29.2.svg;5.29.2;Номер дороги;"Номер дороги, в направлении к которой осуществляется движение."
199;5.29.3.svg;5.29.3;Номер и направление дороги;Указывает направление дороги (синий фон — направление в сторону дороги) с соответствующим номером.
200;5.30.1.svg;5.30.1;Направление движения грузовых автомобилей;"Рекомендуемое направление движения для грузовых автомобилей, тракторов и самоходных машин, если на перекрестке их движение в одном из направлений запрещено."
201;5.30.2.svg;5.30.2;Направление движения грузовых автомобилей;"Рекомендуемое направление движения для грузовых автомобилей, тракторов и самоходных машин, если на перекрестке их движение в одном из направлений запрещено."
202;5.30.3.svg;5.30.3;Направление движения грузовых автомобилей;"Рекомендуемое направление движения для грузовых автомобилей, тракторов и самоходных машин, если на перекрестке их движение в одном из направлений запрещено."
203;5.31.svg;5.31;Схема объезда;"Маршрут объезда участка дороги, временно закрытого для движения."
204;5.32.1.svg;5.32.1;Направление объезда;"Направление объезда участка дороги, временно закрытого для движения."
205;5.32.2.svg;5.32.2;Направление объезда;"Направление объезда участка дороги, временно закрытого для движения."
206;5.32.3.svg;5.32.3;Направление объезда;"Направление объезда участка дороги, временно закрытого для движения."
207;5.33.svg;5.33;Стоп-линия;"Место остановки транспортных средств при запрещающем сигнале регулировщика, светофора."
208;5.34.1.svg;5.34.1;Предварительный указатель перестроения на другую проезжую часть;"Направление объезда участка проезжей части дороги с разделительной полосой, временно закрытого для движения."
209;5.34.2.svg;5.34.2;Предварительный указатель перестроения на другую проезжую часть;Направление движения для возвращения на правую проезжую часть дороги.
210;5.35.svg;5.35;Реверсивное движение;"Начало участка дороги, на котором на одной или нескольких полосах направление движения может изменяться на противоположное."
211;5.36.svg;5.36;Конец реверсивного движения;"Конец участка дороги, обозначенного знаком 5.35."
212;5.37.svg;5.37;Выезд на дорогу с реверсивным движением;"Выезд на участок дороги, на котором на одной или нескольких полосах направление движения может изменяться на противоположное."
213;5.38.svg;5.38;Жилая зона;"Знаки информируют соответственно о начале и конце территории, на которой действуют специальные требования Правил, устанавливающие порядок дорожного движения в жилых зонах[19]."
214;5.39.svg;5.39;Конец жилой зоны;
215;5.40.svg;5.40;Пешеходная зона;"Знаки информируют соответственно о начале и конце территории, на которой действуют специальные требования Правил, устанавливающие порядок дорожного движения в пешеходных зонах[19]."
216;5.41.svg;5.41;Конец пешеходной зоны;
217;5.42.svg;5.42;Платная автомобильная дорога;"Знак информирует о начале участка дороги, на котором используется система электронного сбора платы в режиме свободного многополосного движения за проезд транспортных средств."
218;5.43.svg;5.43;Конец платной автомобильной дороги;"Знак информирует о конце участка дороги, на котором используется система электронного сбора платы в режиме свободного многополосного движения за проезд транспортных средств."
219;5.44.svg;5.44;Указатель направления к пункту обслуживания системы электронного сбора платы за проезд;Рекомендательный[9].
220;6.1.svg;6.1;Пункт первой медицинской помощи;
221;6.2.svg;6.2;Больница;
222;6.3.1.svg;6.3.1;Автозаправочная станция;Автозаправочная станция (только жидкое топливо)
223;6.3.2.svg;6.3.2;Газовая автозаправочная станция (только газ);
224;6.3.3.svg;6.3.3;Совместная автозаправочная станция (жидкое топливо и газ);
225;6.3.4.svg;6.3.4;Станция для зарядки;Рекомендательный[9].
226;6.3.5.svg;6.3.5;"Автозаправочная станция, совмещённая со станцией для зарядки";Рекомендательный[9]. Жидкое топливо и электрозарядка.
227;6.3.6.svg;6.3.6;Рекомендательный[9]. Газ и электрозарядка.;
228;6.3.7.svg;6.3.7;"Рекомендательный[9]. Жидкое топливо, газ и электрозарядка.";
229;6.4.svg;6.4;Техническое обслуживание автомобилей;
230;6.5.svg;6.5;Мойка автомобилей;
231;6.6.svg;6.6;Телефон;
232;6.7.svg;6.7;Пункт питания;
233;6.8.svg;6.8;Питьевая вода;
234;6.9.svg;6.9;Гостиница или мотель;
235;6.10.svg;6.10;Кемпинг;
236;6.11.svg;6.11;Место отдыха;
237;6.12.1.svg;6.12.1;Милиция;
238;6.12.2.svg;6.12.2;ГАИ;
239;6.13.svg;6.13;Туалет;
240;6.14.svg;6.14;Пункт контроля автомобильных перевозок;
241;6.15.svg;6.15;Достопримечательность;
242;6.16.svg;6.16;Пункт обслуживания системы электронного сбора платы за проезд;Рекомендательный[9].
243;7.1.1.svg;7.1.1;Расстояние до объекта;"Указывает расстояние от знака до начала опасного участка дороги или до места, с которого начинает действовать ограничение дорожного движения, или до определённого объекта (места), расположенного по ходу движения."
244;7.1.2.svg;7.1.2;Расстояние до объекта;"Указывает расстояние от знака 2.4 до перекрестка в случае, если непосредственно перед перекрестком установлен знак 2.5."
245;7.1.3.svg;7.1.3;Расстояние до объекта;"Указывает расстояние до объекта, находящегося в стороне от дороги."
246;7.1.4.svg;7.1.4;Расстояние до объекта;"Указывает расстояние до объекта, находящегося в стороне от дороги."
247;7.2.1.svg;7.2.1;Зона действия;"Указывает протяжённость опасного участка дороги, обозначенного предупреждающими знаками, или зону действия запрещающих, предписывающих либо информационно-указательных знаков."
248;7.2.2.svg;7.2.2;Зона действия;"Указывает зону действия знаков 3.27-3.30, если она не распространяется до ближайшего обозначенного перекрестка, а также ширину зоны пешеходного перехода, обозначенного знаками 5.16.1, 5.16.2."
249;7.2.3.svg;7.2.3;Зона действия;Указывает конец зоны действия знаков 3.27-3.30.
250;7.2.4.svg;7.2.4;Зона действия;Информирует водителей о нахождении транспортных средств в зоне действия знаков 3.27-3.30.
251;7.2.5.svg;7.2.5;Зона действия;Указывают направление и зону действия знаков 3.27-3.30 справа и (или) слева от них.
252;7.2.6.svg;7.2.6;;Указывают направление и зону действия знаков 3.27-3.30 справа и (или) слева от них.
253;7.3.1.svg;7.3.1;Направления действия;"Указывают направления действия знаков, установленных перед перекрёстком или направления движения к обозначенным объектам, находящимся непосредственно у дороги."
254;7.3.2.svg;7.3.2;Направления действия;
255;7.3.3.svg;7.3.3;Направления действия;
256;7.4.1.svg;7.4.1;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
257;7.4.2.svg;7.4.2;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
258;7.4.3.svg;7.4.3;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
259;7.4.4.svg;7.4.4;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
260;7.4.5.svg;7.4.5;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
261;7.4.6.svg;7.4.6;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
262;7.4.7.svg;7.4.7;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
263;7.4.8.svg;7.4.8;Вид транспортного средства;"Указывают вид транспортного средства, на который распространяется действие знака.  Табличка 7.4.1 распространяет действие знака на грузовые автомобили (в том числе с прицепом) с технически допустимой общей массой свыше 3,5 т. Табличка 7.4.3 — на легковые автомобили, а также на грузовые автомобили с технически допустимой общей массой до 3,5 т включительно. Табличка 7.4.8 — на транспортные средства, оборудованные опознавательными знаками «Опасный груз»."
264;7.4.9.svg;7.4.9;"Транспортное средство, приводимое в движение электродвигателем";Электромобиль. Рекомендательный[9].
265;7.5.1.svg;7.5.1;"Субботние, воскресные и праздничные дни";"Указывают дни недели, в течение которых действует знак."
266;7.5.2.svg;7.5.2;Рабочие дни;
267;7.5.3.svg;7.5.3;Дни недели;
268;7.5.4.svg;7.5.4;Время действия;"Указывает время суток, в течение которого действует знак."
269;7.5.5.svg;7.5.5;Время действия;"Указывают дни недели и время суток, в течение которых действует знак."
270;7.5.6.svg;7.5.6;Время действия;"Указывают дни недели и время суток, в течение которых действует знак."
271;7.5.7.svg;7.5.7;Время действия;"Указывают дни недели и время суток, в течение которых действует знак."
272;7.6.1 (7.6.10).svg;7.6.1 (7.6.10);Способ постановки транспортного средства на стоянку;"Указывает, что все транспортные средства должны быть поставлены на стоянку на проезжей части вдоль тротуара."
273;7.6.2 (7.6.11).svg;7.6.2 (7.6.11);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
274;7.6.3 (7.6.12).svg;7.6.3 (7.6.12);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
275;7.6.4 (7.6.13).svg;7.6.4 (7.6.13);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
276;7.6.5 (7.6.14).svg;7.6.5 (7.6.14);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
277;7.6.6 (7.6.15).svg;7.6.6 (7.6.15);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
278;7.6.7 (7.6.16).svg;7.6.7 (7.6.16);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
279;7.6.8 (7.6.17).svg;7.6.8 (7.6.17);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
280;7.6.9 (7.6.18).svg;7.6.9 (7.6.18);Способ постановки транспортного средства на стоянку;Указывают способ постановки легковых автомобилей и мотоциклов на околотротуарной стоянке.Остановка и стоянка других транспортных средств запрещаются.
281;7.7.svg;7.7;Количество опасных поворотов;"Устанавливается со знаками 1.12.1, 1.12.2 и информирует о количестве опасных поворотов, расположенных один за другим."
282;7.8.svg;7.8;Платные услуги;"Указывает, что услуги предоставляются только за наличный расчет."
283;7.9.svg;7.9;Ограничение продолжительности стоянки;"Указывает максимальную продолжительность пребывания транспортного средства на стоянке, обозначенной знаком 5.15."
284;7.10.svg;7.10;Место для осмотра автомобилей;"Указывает, что на площадке, обозначенной знаком 5.15 или 6.11, имеется эстакада или смотровая канава для осмотра транспортных средств."
285;7.11.svg;7.11;Ограничение разрешенной максимальной массы;"Указывает, что действие знака распространяется только на транспортные средства с фактической массой более обозначенной на табличке."
286;7.12.svg;7.12;Нанесение разметки;Устанавливается со знаком 1.23 и информирует о проведении работ по нанесению дорожной разметки.
287;7.13.svg;7.13;Направление главной дороги;"Устанавливается со знаками 2.1, 2.4, 2.5 и указывает направление главной дороги на перекрестке."
288;7.14.svg;7.14;Полоса движения;"Указывает полосу движения, на которую распространяется действие знака или светофора."
289;7.15.svg;7.15;Пешеходы-инвалиды по зрению;"Указывает, что пешеходным переходом часто пользуются инвалиды по зрению. Применяется со знаками 1.20, 5.16.1, 5.16.2 и светофорами."
290;7.16.svg;7.16;Влажное покрытие;"Указывает, что действие знака распространяется только на период времени, когда покрытие проезжей части дороги является влажным."
291;7.17.svg;7.17;Инвалиды;"Используется с дорожным знаком 5.15 и информирует, что стояночная площадка или её часть отведена для стоянки транспортных средств с опознавательным знаком «Инвалид»."
292;7.18.svg;7.18;Кроме инвалидов;"Указывает, что действие знака не распространяется на транспортные средства с опознавательным знаком «Инвалид»."
293;7.19.svg;7.19;Класс опасного груза;"Устанавливается со знаком 3.32 и указывает номер класса опасного груза (согласно ГОСТ 19433-88), с которым движение транспортных средств запрещено."
294;7.20.svg;7.20;Эвакуатор;Устанавливается со знаками 3.27—3.30 и информирует о возможной эвакуации (блокировке колес) транспортного средства при отсутствии водителя в транспортном средстве или в непосредственной близости от него.
295;7.21.svg;7.21;Скользкая полоса наката;Устанавливается со знаком 1.23 и информирует о возможном изменении коэффициента сцепления по ширине проезжей части дороги.
296;7.22.1.svg;7.22.1;Вид опасности;Устанавливается со знаком 1.29 и информирует о возможном виде дорожно-транспортного происшествия.
297;7.22.2.svg;7.22.2;Вид опасности;Устанавливается со знаком 1.29 и информирует о возможном виде дорожно-транспортного происшествия.
298;7.22.3.svg;7.22.3;Вид опасности;Устанавливается со знаком 1.29 и информирует о возможном виде дорожно-транспортного происшествия.
299;7.22.4.svg;7.22.4;Вид опасности;Устанавливается со знаком 1.29 и информирует о возможном виде дорожно-транспортного происшествия.
300;7.23.svg;7.23;Экстренная помощь;Информирует о наличии экстренной связи на дороге.
301;7.24.svg;7.24;Служите примером своему ребёнку;"Рекомендательный[9]. Размещается на пешеходном переходе рядом со школой, детским дошкольным учреждением и учреждением здравоохранения, передней стороной к пешеходам."
302;7.25.svg;7.25;Количество разрешенных мест для стоянки;Рекомендательный[9].
